indexk,qx,qy,g2EPW,g2W90,g2W90long,g2W90tran,susRe,susIm,d2EPW,d2W90,d2W90long,d2W90tran
1290,0.2137,-0.7118,4.766494865710206e7,67055.69400118636,40001.43028262727,27054.263718558675,-25579.12936709609,26437.98580094447,-9.881779725609098e7,-154379.42865486443,-82047.68246936235,-72331.74618550196
1291,0.2301,-0.7023,4.25018421865755e7,66362.62023153454,40989.39028583052,25373.229945704126,-25209.833383495916,27830.26769630991,-8.336389909740625e7,-151455.1371380115,-82264.45886917559,-69190.67826883537
1292,0.2466,-0.6928,50257.26890406989,65721.03255893583,41919.585900237245,23801.446658698358,-24583.622675080904,24338.953485250186,-94119.22381814891,-144255.90841890167,-82748.86822725541,-61507.040191646556
1293,0.263,-0.6833,9549.421506295566,65143.33624947233,42769.24507424441,22374.0911752282,-23748.54456435521,18943.510440462058,-17180.611437574287,-133818.03861535963,-82996.26049697981,-50821.778118379756
1294,0.2794,-0.6738,3777.770855633043,64640.59855525606,43522.45494401002,21118.143611245818,-23011.82372502833,17365.40193887421,-6569.599526725797,-124492.08584158453,-83160.62010780415,-41331.46573378005
1295,0.2959,-0.6643,1933.4808277522482,64222.16159984478,44164.1794513622,20057.982148482544,-22546.84528365377,17236.477381820903,-3277.732508105011,-118128.09810748186,-83823.9504565401,-34304.14765094207
1296,0.3123,-0.6548,1140.8318929415534,63895.31907880789,44677.820267343195,19217.49881146494,-22203.989727789987,17317.555134598384,-1894.899518307035,-113527.98376807192,-84261.29250309042,-29266.69126498145
1297,0.3288,-0.6454,757.1831011469649,63665.14829529308,45053.738824248925,18611.40947104475,-21958.586764673135,17538.848911929657,-1238.4795795231428,-110327.32069983514,-84486.32873701182,-25840.991962823013
1298,0.3452,-0.6359,575.7371711864491,63534.531554712594,45282.81858067276,18251.712974039743,-21849.475626255997,17585.048469820238,-933.7726374158051,-108683.19268024582,-84806.9558637832,-23876.236816463144
1299,0.3616,-0.6264,517.896389697875,63504.33274926589,45360.40368172028,18143.929067545796,-21653.48597310933,17635.567489081594,-829.4532552739553,-106998.18421505112,-83751.15012584614,-23247.034089205492
1300,0.3781,-0.6169,556.5561068373814,63573.64858058808,45284.53316086422,18289.11541972341,-21881.251154136517,17604.787783871856,-905.0334903255197,-108805.91532672937,-84878.47191350635,-23927.443413223253
1301,0.3945,-0.6074,696.3792262696145,63740.04913620537,45057.35380055218,18682.695335653607,-22041.30527942138,17672.452912485216,-1144.9572915194747,-110625.32627482928,-84668.22589847546,-25957.100376353686
1302,0.4109,-0.5979,979.8529717533353,63999.75528694411,44684.259410599676,19315.495876344252,-22359.04434566595,17781.98195219518,-1638.8583480196166,-114103.39061520566,-84602.30477336222,-29501.085841843636
1303,0.4274,-0.5884,1531.287232852751,64347.74619330761,44172.99103262442,20174.75516068328,-22753.26356233777,17985.937342579775,-2614.1516014476542,-119038.96998070047,-84283.5117569065,-34755.458223794296
1304,0.4438,-0.5789,2739.3491357122275,64777.82071379045,43537.20220228024,21240.618511510245,-23246.37148799712,17968.60255917935,-4793.727174146491,-125815.01014144071,-83671.78598007878,-42143.22416136246
1305,0.4603,-0.5694,6306.988698259988,65282.63766763268,42789.21086593256,22493.42680170034,-24006.757583083076,19367.30151302668,-11410.120829693964,-135674.99410907348,-83522.32276175662,-52152.6713473163
1306,0.4767,-0.5599,29890.170764467533,65853.7400447633,41948.11569313265,23905.624351630642,-24859.398016917225,24972.72739391453,-56242.10746541529,-146548.57385196342,-83293.88230071773,-63254.691551245145
1307,0.4931,-0.5504,4.219540082013332e7,66481.5503171645,41030.69930801358,25450.851009150825,-25470.15006175435,28201.621580714796,-8.30675263166025e7,-153630.00639314324,-82827.10194433901,-70802.90444880439
1308,0.5096,-0.541,4.704522460466596e7,67155.3271788206,40055.593377702775,27099.73380111814,-25803.87912185354,26357.1756592467,-9.797682939255527e7,-156104.9877760384,-82611.47324014487,-73493.51453589284
1309,0.526,-0.5315,5.2165039088880315e7,67863.09923940642,39041.79915694588,28821.30008246032,-25942.699814544176,24857.007043357164,-1.150749986853616e8,-156252.9042854919,-82013.11782574737,-74239.78645974527
1310,0.5425,-0.522,5.788252831578654e7,68591.61933060864,38005.78026856424,30585.839062044935,-26026.076206189213,24210.16474117106,-1.353766282606896e8,-156071.49095727122,-81028.4687049823,-75043.02225228839
1311,0.5589,-0.5125,6.426655992930768e7,69326.39053821663,36967.41093468133,32358.979603535183,-26279.209511848927,24171.118628998156,-1.6019767337855342e8,-157471.56512184395,-80826.85159737285,-76644.71352447079
1312,0.5753,-0.503,7.141892594858587e7,70051.79235311678,35940.31397471624,34111.47837840038,-26563.210016229925,24803.00662698274,-1.906541827874625e8,-159551.04777152836,-80321.28840492801,-79229.75936659919
1313,0.5918,-0.4935,7.945360409635061e7,70751.29638989334,34936.430969610534,35814.86542028269,-26869.072402920057,26903.139720924275,-2.2648966671559483e8,-162296.08895903736,-79600.13384837433,-82695.95511066332
1314,0.6082,-0.484,8.845384064009103e7,71407.73382327096,33969.11196817401,37438.62185509642,-27288.682736484257,30364.486901759567,-2.6812030420925152e8,-166457.18962678083,-79474.45031636093,-86982.73931041897
1315,0.6246,-0.4745,9.839859008518843e7,72003.58093678486,33045.557499190516,38958.02343759455,-27526.11791861547,32609.585379026797,-3.048409731735438e8,-169512.70954267037,-79108.34711766023,-90404.36242500998
1316,0.6411,-0.465,1.0904195173408191e8,72521.25902419856,32171.10106524765,40350.15795895088,-27571.460642972444,31845.478595200966,-3.344527810760551e8,-171121.97711948026,-78506.88059324012,-92615.09652624157
1317,0.6575,-0.4555,1.1974643191954574e8,72943.47018456233,31350.97605792319,41592.49412663952,-27517.157630476868,30519.945306706453,-3.549046536218142e8,-171781.5146806964,-78494.53824292259,-93286.9764377746
1318,0.674,-0.4461,1.2934574826569948e8,73253.57972401848,30585.783559317257,42667.79616470152,-27372.477580800063,30082.940385176782,-3.696017756177189e8,-171637.72356111917,-78203.54754565394,-93434.1760154642
1319,0.6904,-0.4366,1.3624790317562023e8,73436.0047780829,29874.102898542347,43561.90187954104,-27168.800299154052,30242.662914109413,-3.7706372238362205e8,-170997.6474356437,-77643.77114211873,-93353.87629352504
1320,0.7068,-0.4271,1.3899994655282125e8,73476.51220146148,29213.172812301014,44263.33938915984,-26994.090123856688,30403.198150450862,-3.761476135296999e8,-170482.11633663805,-77036.30561385406,-93445.81072278513
1321,0.7233,-0.4176,1.3710342576537782e8,73362.3223431921,28597.9679624185,44764.354380773286,-26416.950451586465,29693.467430996763,-3.6445670874547553e8,-166377.7683495731,-72725.17579829498,-93652.59255127893
1322,0.7397,-0.4081,1.3133479729418549e8,73081.99403999824,28021.52227126036,45060.47176873755,-26458.00267645958,27466.666756150637,-3.488625514244115e8,-167597.61728529885,-73570.394947312,-94027.22233798647
1323,0.7561,-0.3986,1.2321795639290275e8,72625.20859689705,27474.511070292105,45150.697526605145,-26098.690458912548,24310.03690203139,-3.290513664719617e8,-164816.6900721236,-70299.18504986925,-94517.50502225479
1324,0.7726,-0.3891,1.1423216201633812e8,71982.69654274979,26946.030964917943,45036.66557783191,-25787.208053624334,21852.824299863507,-3.10195315137919e8,-161940.97536515133,-66891.64962719586,-95049.32573795556
1325,0.789,-0.3796,1.0538851969513932e8,71146.56323569988,26422.875862184523,44723.687373515146,-25517.765895019555,21196.361009488526,-2.936772804021676e8,-158867.83024345967,-63498.56596160915,-95369.26428185085
1326,0.8055,-0.3701,9.7213143437403e7,70111.11814817449,25892.546924355855,44218.57122381883,-25273.613033495905,22269.203710264974,-2.7928625611675954e8,-155473.37626570644,-60275.94849100115,-95197.42777470524
1327,0.8219,-0.3606,8.989560555004416e7,68874.04251444667,25342.11044192857,43531.93207251803,-25056.902996705896,24168.97408782698,-2.6258189111275122e8,-151743.5499937856,-58073.139166276276,-93670.4108275091
1328,0.8383,-0.3511,8.343717324404165e7,67437.47334382647,24762.231546126102,42675.241797700255,-24734.449137627846,24414.968875424616,-2.4201482761116582e8,-146703.88945353404,-56065.30397729351,-90638.58547624086
1329,0.8548,-0.3417,7.775112273524283e7,65808.49295926646,24145.881346600007,41662.61161266647,-24257.414658293525,21732.245973944697,-2.142611258552933e8,-140209.10176809237,-54400.9438909371,-85808.15787715545
1330,0.8712,-0.3322,7.272034877264449e7,63998.67770638699,23491.6632577266,40507.01444866011,-23780.95641642545,18823.68160574585,-1.8705199719703397e8,-133820.49126581728,-53076.26573294112,-80744.22553287688
1331,0.8877,-0.3227,6.822763923856197e7,62022.730996068225,22799.20952292906,39223.52147313892,-23301.185973100426,17692.270891297412,-1.6183839639966348e8,-127532.76505973264,-51700.71883830061,-75832.04622143219
1332,0.9041,-0.3132,6.4170533767849036e7,59896.636362729005,22068.490982249717,37828.14538047942,-22872.32343878371,17841.72828978828,-1.4177449077864003e8,-121750.0504818376,-50147.60821057706,-71602.44227125988
1333,-0.9041,-1.3382,6.033324178952867e7,58159.162485669476,38659.267871413525,19499.894614256067,-22642.147278444565,16812.61282577484,-1.2440152449144013e8,-117467.19078595337,-69898.9268921864,-47568.26389376727
1334,-0.8877,-1.3287,5.6881200198501095e7,55758.38590525905,37187.41730856595,18570.968596693296,-22383.994974469355,17561.2217568807,-1.1192120100410956e8,-112439.97682992132,-66773.19698545992,-45666.779844460914
1335,-0.8712,-1.3192,5.370785439853247e7,53247.38390465083,35596.484055373,17650.899849278063,-22101.51181012925,18271.49123239001,-1.0192422247882819e8,-106729.23498771508,-63894.055132837326,-42835.17985487759
1336,-0.8548,-1.3097,5.07885125427527e7,50640.917160726014,33900.50143213849,16740.415728587628,-21792.345070600957,17890.32872872606,-9.368424796105172e7,-100059.961089849,-61266.94127307876,-38793.019816770364
1337,-0.8383,-1.3002,4.811511895509265e7,47953.866166288884,32113.53370389227,15840.332462396427,-21472.682337964467,16676.499519851546,-8.662495840093777e7,-92894.42491140362,-58870.00127779881,-34024.42363360479
